streptococcus_initial_strain_cfu_ml,lactobacillus_initial_strain_cfu_ml,ideal_temperature_c,minimum_milk_proteins,titratable_acidity,pH_milk_sour_,fat_milk_over_100mg_,quality_product,lactobacillus_final_cfu_ml,streptococcus_final_cfu_ml,quality_product_
5.162000000000001,5.904,41.916000000000004,2.694,1.037,4.5089999999999995,3.1831,Low fat yogurt,9.91,8.66,0
5.112,5.027,41.818000000000005,2.437,1.051,4.524,3.0894,Low fat yogurt,8.43,8.58,0
4.327,5.185,41.081,2.499,1.163,4.48,1.9877,Low fat yogurt,8.7,7.26,0
4.413,5.0680000000000005,41.879,2.694,1.016,4.5169999999999995,1.426,Low fat yogurt,8.5,7.4,0
5.894,4.324,40.227,2.5860000000000003,1.05,4.5089999999999995,1.229,Low fat yogurt,7.25,9.89,0
4.409,5.2860000000000005,40.631,2.498,1.016,4.523,2.1921,Low fat yogurt,8.87,7.4,0
4.177,4.873,41.331,2.5660000000000003,1.169,4.502,3.8976,Regular yogurt,8.18,7.01,2
4.621,4.162,41.878,2.405,1.185,4.4319999999999995,1.2987,Low fat yogurt,6.98,7.75,0
5.367000000000001,4.079,40.46,2.595,1.05,4.409,3.272,Regular yogurt,6.84,9.0,2
4.372,4.93,41.763999999999996,2.615,1.099,4.43,3.9273,Regular yogurt,8.27,7.33,2
4.084,5.596,40.841,2.597,0.98,4.5889999999999995,1.5490000000000002,Low fat yogurt,9.39,6.85,0
4.572,5.319,40.959,2.636,1.01,4.565,2.3993,Low fat yogurt,8.92,7.67,0
5.702000000000001,5.439,40.168,2.6910000000000003,1.172,4.41,3.2308,Low fat yogurt,9.13,9.57,0
4.402,5.834,40.538000000000004,2.523,0.98,4.593999999999999,1.1942,Low fat yogurt,9.79,7.39,0
4.537,4.606,40.535,2.585,1.1640000000000001,4.598,3.2726,Regular yogurt,7.73,7.61,2
4.428,5.2379999999999995,40.528,2.437,0.977,4.586,1.9541,Low fat yogurt,8.79,7.43,0
4.593,5.267,41.711999999999996,2.501,1.032,4.46,2.9542,Low fat yogurt,8.84,7.71,0
5.1370000000000005,5.167000000000001,41.79,2.6660000000000004,1.032,4.507,2.9981,Low fat yogurt,8.67,8.62,0
4.27,5.078,40.533,2.448,0.9570000000000001,4.462,1.2409999999999999,Low fat yogurt,8.52,7.16,0
4.131,5.693,40.325,2.698,0.96,4.579,3.3738,Regular yogurt,9.55,6.93,2
4.996,5.966,40.189,2.573,0.963,4.546,1.5696,Low fat yogurt,10.01,8.38,0
4.053,4.91,41.226000000000006,2.685,1.004,4.473,2.9137,Low fat yogurt,8.24,6.8,0
5.682,4.3580000000000005,40.306,2.593,1.081,4.431,3.9395,Regular yogurt,7.31,9.53,2
4.524,5.675,41.68,2.536,0.9620000000000001,4.507,3.0010000000000003,Low fat yogurt,9.52,7.59,0
4.292,5.856,41.411,2.6439999999999997,1.115,4.5489999999999995,3.5852,Regular yogurt,9.82,7.2,2
5.582999999999999,4.749,40.561,2.592,1.064,4.593999999999999,1.1559,Low fat yogurt,7.97,9.37,0
5.617000000000001,5.68,40.739000000000004,2.4730000000000003,1.043,4.488,3.2603,Regular yogurt,9.53,9.42,2
5.355,4.164,40.553000000000004,2.513,1.145,4.588,2.7644,Low fat yogurt,6.99,8.98,0
5.391,4.973,40.662,2.65,1.0759999999999998,4.538,1.0206,Non fat yogurt,8.34,9.04,1
4.438,4.742,40.084,2.501,1.173,4.503,1.4155,Low fat yogurt,7.96,7.45,0
4.026,5.2620000000000005,41.043,2.5789999999999997,1.048,4.562,1.0854,Non fat yogurt,8.83,6.75,1
5.365,5.023,40.1,2.478,1.188,4.466,3.1839,Low fat yogurt,8.43,9.0,0
4.454,4.158,40.839,2.5380000000000003,1.14,4.485,3.4875,Regular yogurt,6.98,7.47,2
4.324,4.121,40.486,2.4619999999999997,0.96,4.461,1.5198,Low fat yogurt,6.91,7.25,0
5.853,4.737,41.383,2.69,1.085,4.5569999999999995,1.1188,Low fat yogurt,7.95,9.82,0
5.765,4.769,41.571000000000005,2.48,1.01,4.478,2.9314,Low fat yogurt,8.0,9.67,0
5.954,5.0489999999999995,40.931,2.613,1.014,4.515,2.7187,Low fat yogurt,8.47,9.99,0
4.888999999999999,5.0680000000000005,40.98,2.605,1.021,4.412,3.1572,Low fat yogurt,8.5,8.2,0
5.796,5.502999999999999,41.18600000000001,2.603,1.169,4.4719999999999995,3.6053,Regular yogurt,9.23,9.72,2
4.624,4.117,40.576,2.682,1.063,4.5,3.5492,Regular yogurt,6.91,7.76,2
5.932,5.072,41.233999999999995,2.499,1.097,4.465,3.4513,Regular yogurt,8.51,9.95,2
5.431,5.577000000000001,41.953,2.421,1.087,4.513999999999999,1.0507,Non fat yogurt,9.36,9.11,1
5.3629999999999995,4.829,40.23,2.419,1.122,4.402,2.7849,Low fat yogurt,8.1,9.0,0
4.648,4.243,40.634,2.682,1.037,4.481,3.3906,Regular yogurt,7.12,7.8,2
5.0969999999999995,4.213,41.053999999999995,2.535,1.188,4.523,3.1162,Low fat yogurt,7.07,8.55,0
5.462999999999999,5.154,40.039,2.605,0.953,4.58,3.4963,Regular yogurt,8.65,9.17,2
4.471,4.762,41.805,2.55,0.9590000000000001,4.4030000000000005,1.047,Non fat yogurt,7.99,7.5,1
4.607,4.521,40.959,2.544,0.978,4.412,2.8625,Low fat yogurt,7.58,7.73,0
4.363,5.242000000000001,40.118,2.608,1.002,4.577,1.7557,Low fat yogurt,8.79,7.32,0
4.387,4.497,40.934,2.4530000000000003,1.043,4.543,3.2110000000000003,Low fat yogurt,7.54,7.36,0
5.221,4.852,40.989,2.4930000000000003,0.995,4.592,3.0675,Low fat yogurt,8.14,8.76,0
5.65,4.845,40.888000000000005,2.52,1.133,4.585,2.766,Low fat yogurt,8.13,9.48,0
5.836,5.986000000000001,41.581,2.521,1.1740000000000002,4.5489999999999995,1.5924,Low fat yogurt,10.04,9.79,0
4.239,4.353,41.55,2.573,1.002,4.452,2.0435,Low fat yogurt,7.3,7.11,0
5.949,4.341,40.538000000000004,2.65,1.032,4.4639999999999995,1.5567,Low fat yogurt,7.28,9.98,0
5.5,4.985,41.155,2.62,0.9620000000000001,4.401,1.1315,Low fat yogurt,8.36,9.23,0
4.974,5.558,41.373999999999995,2.667,1.022,4.525,3.9952,Regular yogurt,9.32,8.34,2
4.127,4.069,40.056999999999995,2.444,0.98,4.4319999999999995,1.1228,Low fat yogurt,6.83,6.92,0
4.387,4.292,40.369,2.504,0.953,4.553,2.3307,Low fat yogurt,7.2,7.36,0
5.2410000000000005,5.3420000000000005,41.425,2.673,1.013,4.439,3.1207,Low fat yogurt,8.96,8.79,0
4.475,4.335,40.135999999999996,2.623,1.099,4.531000000000001,3.4619,Regular yogurt,7.27,7.51,2
5.18,5.462000000000001,41.464,2.548,1.034,4.5889999999999995,3.1821,Low fat yogurt,9.16,8.69,0
4.795,4.175,41.315,2.616,1.081,4.44,1.7712,Low fat yogurt,7.0,8.04,0
4.781000000000001,4.05,41.202,2.6460000000000004,1.034,4.408,2.9041,Low fat yogurt,6.79,8.02,0
5.377999999999999,5.181,41.489,2.481,1.012,4.436,3.6343,Regular yogurt,8.69,9.02,2
5.984,4.499,41.191,2.6689999999999996,1.1159999999999999,4.577,2.0669999999999997,Low fat yogurt,7.55,10.04,0
4.977,4.154,41.475,2.5469999999999997,1.0759999999999998,4.4510000000000005,3.7776,Regular yogurt,6.97,8.35,2
4.423,4.086,41.227,2.455,1.079,4.4319999999999995,3.8852,Regular yogurt,6.86,7.42,2
4.5360000000000005,4.466,41.313,2.497,0.963,4.458,3.4974,Regular yogurt,7.49,7.61,2
4.36,5.145,40.931999999999995,2.64,1.004,4.544,2.2705,Low fat yogurt,8.63,7.31,0
4.205,4.899,41.236000000000004,2.678,1.167,4.507,3.4251,Regular yogurt,8.22,7.05,2
5.499,5.803999999999999,40.897,2.5140000000000002,1.021,4.532,2.2808,Low fat yogurt,9.74,9.23,0
5.531000000000001,5.615,40.508,2.612,1.051,4.585,3.513,Regular yogurt,9.42,9.28,2
5.228,4.819,41.99,2.625,1.137,4.575,2.6995,Low fat yogurt,8.08,8.77,0
5.186,4.739,41.562,2.481,1.186,4.545,3.366,Regular yogurt,7.95,8.7,2
4.475,4.823,40.586,2.5180000000000002,1.088,4.416,1.8563,Low fat yogurt,8.09,7.51,0
4.415,5.994,40.959,2.485,0.95,4.507,1.8075,Low fat yogurt,10.06,7.41,0
4.7780000000000005,5.851,41.97,2.613,1.069,4.586,2.0125,Low fat yogurt,9.82,8.02,0
5.935,5.235,40.675,2.6180000000000003,1.1440000000000001,4.4830000000000005,1.8583,Low fat yogurt,8.78,9.96,0
5.118,4.303,41.055,2.647,1.176,4.531000000000001,1.5089,Low fat yogurt,7.22,8.59,0
4.685,4.382,41.425,2.4530000000000003,1.002,4.529,3.5117,Regular yogurt,7.35,7.86,2
5.478,5.292000000000001,41.483999999999995,2.64,1.037,4.4239999999999995,3.2091,Low fat yogurt,8.88,9.19,0
4.968,5.587999999999999,41.315,2.457,1.032,4.423,2.8663,Low fat yogurt,9.38,8.33,0
4.095,5.381,41.651,2.5839999999999996,0.995,4.532,2.2154,Low fat yogurt,9.03,6.87,0
5.81,4.7410000000000005,40.798,2.511,1.038,4.404,3.2524,Regular yogurt,7.95,9.75,2
4.637,4.505,41.117,2.676,1.004,4.4,3.0669999999999997,Low fat yogurt,7.56,7.78,0
4.14,5.898,41.178999999999995,2.455,0.981,4.53,2.9854,Low fat yogurt,9.9,6.95,0
5.4079999999999995,5.066,40.361,2.6460000000000004,1.0390000000000001,4.4239999999999995,2.7091,Low fat yogurt,8.5,9.07,0
5.295,4.329,41.302,2.556,1.171,4.524,2.3556,Low fat yogurt,7.26,8.88,0
5.029,5.143,40.678000000000004,2.464,1.1059999999999999,4.492,1.874,Low fat yogurt,8.63,8.44,0
5.476,4.265,41.907,2.451,1.157,4.519,1.4747,Low fat yogurt,7.16,9.19,0
5.2829999999999995,5.813,40.838,2.6260000000000003,1.133,4.485,2.3689,Low fat yogurt,9.75,8.86,0
4.131,5.232,41.782,2.5669999999999997,1.01,4.475,1.9477,Low fat yogurt,8.78,6.93,0
5.073,5.705,40.488,2.556,1.143,4.456,3.4507,Regular yogurt,9.57,8.51,2
4.635,4.375,40.54,2.597,1.153,4.592,2.6815,Low fat yogurt,7.34,7.78,0
5.542000000000001,4.45,40.146,2.5580000000000003,0.992,4.436,2.2455,Low fat yogurt,7.47,9.3,0
4.488,5.47,41.928999999999995,2.483,1.053,4.479,3.9834,Regular yogurt,9.18,7.53,2
4.16,4.23,41.728,2.66,0.963,4.524,3.3572,Regular yogurt,7.1,6.98,2
4.3580000000000005,4.306,41.543,2.69,0.99,4.553999999999999,3.2625,Regular yogurt,7.22,7.31,2
4.477,5.629,41.131,2.593,1.0490000000000002,4.522,1.3959,Low fat yogurt,9.44,7.51,0
5.376,5.478,40.329,2.479,1.043,4.458,1.7646,Low fat yogurt,9.19,9.02,0
5.7989999999999995,4.05,41.891000000000005,2.441,0.9790000000000001,4.415,3.1935,Low fat yogurt,6.79,9.73,0
4.024,5.103,40.646,2.59,1.169,4.5969999999999995,2.7712,Low fat yogurt,8.56,6.75,0
5.1160000000000005,4.498,41.437,2.489,1.153,4.5760000000000005,3.2519,Regular yogurt,7.55,8.58,2
5.511,5.965,41.628,2.6069999999999998,1.0959999999999999,4.585,1.52,Low fat yogurt,10.01,9.25,0
4.9719999999999995,5.565,41.75899999999999,2.52,1.175,4.474,1.9511,Low fat yogurt,9.34,8.34,0
5.154,5.931,41.331,2.576,1.128,4.434,1.4657,Low fat yogurt,9.95,8.65,0
4.309,4.6,41.992,2.6639999999999997,1.091,4.41,3.8201,Regular yogurt,7.72,7.23,2
5.718,5.461,40.881,2.434,0.985,4.57,3.3343,Regular yogurt,9.16,9.59,2
4.977,4.655,40.312,2.4219999999999997,1.088,4.45,1.2674,Low fat yogurt,7.81,8.35,0
4.321000000000001,4.637,41.893,2.443,1.18,4.436,2.8174,Low fat yogurt,7.78,7.25,0
5.587999999999999,4.7410000000000005,40.967,2.667,0.9620000000000001,4.48,2.0548,Low fat yogurt,7.95,9.38,0
5.215,5.332999999999999,41.273999999999994,2.535,1.073,4.556,3.1299,Low fat yogurt,8.95,8.75,0
5.725,5.062,40.373000000000005,2.535,1.032,4.54,3.8942,Regular yogurt,8.49,9.6,2
4.7330000000000005,4.122,40.657,2.444,1.063,4.502,1.6889,Low fat yogurt,6.92,7.94,0
4.8580000000000005,4.131,41.986000000000004,2.6,1.1420000000000001,4.553999999999999,3.2412,Low fat yogurt,6.93,8.15,0
5.3629999999999995,5.093,41.909,2.62,0.992,4.577,1.7853,Low fat yogurt,8.54,9.0,0
5.31,5.457000000000001,41.413999999999994,2.615,1.015,4.5489999999999995,2.1654,Low fat yogurt,9.16,8.91,0
5.388999999999999,5.187,41.913999999999994,2.6439999999999997,1.038,4.513999999999999,3.7756,Regular yogurt,8.7,9.04,2
5.706,4.481,40.983000000000004,2.6319999999999997,1.175,4.416,3.9960000000000004,Regular yogurt,7.52,9.57,2
5.039,4.502,40.78,2.416,1.1740000000000002,4.456,1.8995,Low fat yogurt,7.55,8.45,0
4.056,4.437,41.398999999999994,2.406,1.082,4.485,3.0121,Low fat yogurt,7.44,6.8,0
5.614,4.927,41.401,2.58,1.054,4.572,3.6013,Regular yogurt,8.27,9.42,2
5.888999999999999,5.671,40.641999999999996,2.43,1.032,4.56,2.9511,Low fat yogurt,9.51,9.88,0
5.34,5.05,41.726000000000006,2.549,1.044,4.47,3.0975,Low fat yogurt,8.47,8.96,0
4.249,4.319,41.325,2.6260000000000003,1.09,4.538,2.081,Low fat yogurt,7.25,7.13,0
4.99,5.483,41.367,2.5380000000000003,0.993,4.422,3.4096,Regular yogurt,9.2,8.37,2
5.51,5.22,41.018,2.515,0.982,4.595,2.864,Low fat yogurt,8.76,9.24,0
4.026,4.612,40.571,2.528,0.955,4.446000000000001,1.6675,Low fat yogurt,7.74,6.75,0
5.031000000000001,5.392,41.547,2.676,1.171,4.561,1.3299,Low fat yogurt,9.05,8.44,0
4.678999999999999,4.499,40.79,2.591,1.041,4.556,2.1001,Low fat yogurt,7.55,7.85,0
5.2139999999999995,5.457999999999999,41.725,2.695,1.079,4.487,3.3949,Regular yogurt,9.16,8.75,2
5.252000000000001,4.332,41.663000000000004,2.415,0.991,4.562,3.0328,Low fat yogurt,7.27,8.81,0
5.416,4.414,41.29600000000001,2.512,1.045,4.422,3.9729,Regular yogurt,7.41,9.09,2
4.989,5.359,40.917,2.435,0.9840000000000001,4.47,1.4261,Low fat yogurt,8.99,8.37,0
4.904,5.2010000000000005,41.493,2.517,0.998,4.42,1.8946,Low fat yogurt,8.73,8.23,0
5.728,4.416,40.389,2.53,1.104,4.515,3.8112,Regular yogurt,7.41,9.61,2
4.209,4.777,40.287,2.583,0.96,4.5569999999999995,2.2977,Low fat yogurt,8.01,7.06,0
4.388999999999999,4.5889999999999995,41.677,2.492,0.973,4.563,2.3828,Low fat yogurt,7.7,7.36,0
4.993,4.572,41.658,2.6460000000000004,1.0979999999999999,4.572,2.021,Low fat yogurt,7.67,8.38,0
5.435,5.709,41.2,2.681,1.02,4.582,3.6764,Regular yogurt,9.58,9.12,2
4.369,5.688,40.265,2.403,1.122,4.453,1.5896,Low fat yogurt,9.54,7.33,0
5.664,5.244,40.75,2.447,1.044,4.56,2.8907,Low fat yogurt,8.8,9.5,0
5.2829999999999995,5.667999999999999,41.876999999999995,2.467,1.129,4.4239999999999995,1.6389,Low fat yogurt,9.51,8.86,0
5.832000000000001,5.525,40.336,2.681,1.013,4.507,1.9799,Low fat yogurt,9.27,9.78,0
4.356,5.321000000000001,41.012,2.467,1.179,4.5969999999999995,1.2262,Low fat yogurt,8.93,7.31,0
4.869,5.092,40.882,2.464,1.037,4.402,2.628,Low fat yogurt,8.54,8.17,0
5.528,4.377,40.709,2.48,0.9670000000000001,4.553999999999999,3.1591,Low fat yogurt,7.34,9.27,0
4.575,4.878,40.568000000000005,2.52,1.036,4.518,2.3206,Low fat yogurt,8.18,7.68,0
4.662,5.5520000000000005,40.249,2.6010000000000004,1.15,4.538,3.2605,Regular yogurt,9.31,7.82,2
5.16,5.2589999999999995,41.049,2.443,0.966,4.545,2.5205,Low fat yogurt,8.82,8.66,0
4.281000000000001,5.837999999999999,40.743,2.4730000000000003,1.0590000000000002,4.41,2.8982,Low fat yogurt,9.79,7.18,0
5.295,4.053999999999999,41.513999999999996,2.674,1.171,4.598,3.3936,Regular yogurt,6.8,8.88,2
5.9239999999999995,4.8389999999999995,40.155,2.6839999999999997,1.075,4.593,1.3153,Low fat yogurt,8.12,9.94,0
4.6530000000000005,4.376,41.693000000000005,2.4219999999999997,0.98,4.6,3.6147,Regular yogurt,7.34,7.81,2
4.138999999999999,4.566,41.543,2.517,1.1340000000000001,4.548,1.1628,Low fat yogurt,7.66,6.94,0
5.132999999999999,5.351,40.93,2.622,0.9570000000000001,4.493,2.7321,Low fat yogurt,8.98,8.61,0
4.609,5.426,40.803000000000004,2.5180000000000002,1.081,4.43,1.1311,Low fat yogurt,9.1,7.73,0
4.848,5.193,41.931000000000004,2.615,1.155,4.43,2.8310000000000004,Low fat yogurt,8.71,8.13,0
4.654,4.406000000000001,41.652,2.541,1.015,4.518,1.9181,Low fat yogurt,7.39,7.81,0
4.4910000000000005,4.939,41.45,2.635,1.1520000000000001,4.518,1.9325,Low fat yogurt,8.29,7.53,0
5.013999999999999,5.207000000000001,40.330999999999996,2.508,1.0859999999999999,4.465,3.1573,Low fat yogurt,8.74,8.41,0
4.825,5.223,41.961999999999996,2.573,0.985,4.556,1.7054,Low fat yogurt,8.76,8.1,0
4.66,4.7,40.772,2.407,1.103,4.503,2.1705,Low fat yogurt,7.89,7.82,0
4.684,4.249,40.997,2.546,1.083,4.583,3.1359,Low fat yogurt,7.13,7.86,0
4.872,4.596,40.14,2.542,1.113,4.591,3.6156,Regular yogurt,7.71,8.17,2
4.604,4.433,41.253,2.519,1.074,4.538,3.5453,Regular yogurt,7.44,7.72,2
4.936,5.127999999999999,41.611999999999995,2.582,1.178,4.526,2.2457,Low fat yogurt,8.6,8.28,0
4.552,4.218999999999999,40.787,2.4219999999999997,1.1740000000000002,4.5280000000000005,1.5303,Low fat yogurt,7.08,7.64,0
4.112,5.231,40.48,2.679,1.0090000000000001,4.442,3.0955,Low fat yogurt,8.78,6.9,0
5.791,5.105,41.731,2.58,1.163,4.561,1.9634,Low fat yogurt,8.56,9.72,0
4.718999999999999,4.218999999999999,40.139,2.627,1.075,4.466,2.4091,Low fat yogurt,7.08,7.92,0
5.401,5.584,41.261,2.571,1.014,4.453,2.6147,Low fat yogurt,9.37,9.06,0
4.005,4.115,41.971000000000004,2.443,0.985,4.431,3.693,Regular yogurt,6.9,6.72,2
5.886,5.096,40.865,2.559,1.044,4.441,2.8648,Low fat yogurt,8.55,9.88,0
5.867000000000001,5.396,40.876,2.4330000000000003,1.0959999999999999,4.47,3.4039,Regular yogurt,9.05,9.84,2
4.8469999999999995,4.927,41.033,2.478,1.182,4.408,2.202,Low fat yogurt,8.27,8.13,0
4.291,4.518,40.602,2.6860000000000004,0.985,4.434,3.3471,Regular yogurt,7.58,7.2,2
5.92,4.583,41.681999999999995,2.667,1.077,4.421,2.6387,Low fat yogurt,7.69,9.93,0
4.5969999999999995,5.257000000000001,41.849,2.61,0.9890000000000001,4.563,1.1229,Low fat yogurt,8.82,7.71,0
4.12,5.773,40.847,2.455,1.031,4.598,3.6899,Regular yogurt,9.69,6.91,2
4.245,5.561,40.068000000000005,2.5610000000000004,1.1340000000000001,4.495,3.6577,Regular yogurt,9.33,7.12,2
4.129,5.455,40.814,2.653,1.034,4.587,3.858,Regular yogurt,9.15,6.93,2
4.3839999999999995,4.321000000000001,41.91,2.404,1.062,4.587,2.4782,Low fat yogurt,7.25,7.36,0
4.123,5.03,40.907,2.417,1.07,4.58,3.0778,Low fat yogurt,8.44,6.92,0
4.944,5.294,40.144,2.435,0.968,4.468999999999999,2.6518,Low fat yogurt,8.88,8.29,0
5.393,5.162000000000001,40.04,2.609,1.185,4.579,2.2821,Low fat yogurt,8.66,9.05,0
5.862,5.651,40.202,2.467,1.135,4.5489999999999995,1.1863,Low fat yogurt,9.48,9.83,0
5.045,4.342,40.438,2.491,1.103,4.537,1.7884,Low fat yogurt,7.28,8.46,0
5.358,4.709,40.39,2.423,1.0090000000000001,4.498,3.9346,Regular yogurt,7.9,8.99,2
4.606,5.862,40.165,2.6260000000000003,1.11,4.519,2.2167,Low fat yogurt,9.83,7.73,0
5.895,5.224,40.13,2.667,1.149,4.494,1.4824,Low fat yogurt,8.76,9.89,0
5.6339999999999995,5.6579999999999995,40.036,2.6830000000000003,1.125,4.47,3.092,Low fat yogurt,9.49,9.45,0
4.477,4.651,41.743,2.503,1.114,4.42,3.5588,Regular yogurt,7.8,7.51,2
5.631,5.547000000000001,41.11,2.4219999999999997,1.105,4.477,1.1216,Low fat yogurt,9.31,9.45,0
4.191,5.752999999999999,40.154,2.513,0.998,4.502,2.7356,Low fat yogurt,9.65,7.03,0
5.531000000000001,4.345,41.406000000000006,2.641,0.97,4.546,1.9832,Low fat yogurt,7.29,9.28,0
5.21,5.337999999999999,40.935,2.6430000000000002,1.054,4.4910000000000005,1.0496,Non fat yogurt,8.96,8.74,1
4.227,4.92,40.509,2.625,1.087,4.598,2.8375,Low fat yogurt,8.25,7.09,0
4.94,4.835,41.415,2.494,1.172,4.5280000000000005,3.5829,Regular yogurt,8.11,8.29,2
5.7860000000000005,5.882999999999999,40.748000000000005,2.594,0.993,4.539,3.5122,Regular yogurt,9.87,9.71,2
4.373,4.376,40.248000000000005,2.58,1.01,4.457,1.9959,Low fat yogurt,7.34,7.34,0
4.016,4.666,40.07,2.43,1.129,4.529,2.9712,Low fat yogurt,7.83,6.74,0
5.273,4.003,40.105,2.443,1.056,4.521,3.8585,Regular yogurt,6.72,8.85,2
5.891,5.4239999999999995,40.328,2.549,1.1059999999999999,4.42,3.0272,Low fat yogurt,9.1,9.88,0
4.413,4.056,41.528999999999996,2.4619999999999997,1.034,4.506,1.5458,Low fat yogurt,6.8,7.4,0
4.638999999999999,5.011,40.45,2.523,1.078,4.4319999999999995,2.7628,Low fat yogurt,8.41,7.78,0
4.923,4.269,40.632,2.594,1.034,4.567,2.238,Low fat yogurt,7.16,8.26,0
4.328,5.99,41.28,2.661,1.0590000000000002,4.418,2.2734,Low fat yogurt,10.05,7.26,0
4.963,5.441,40.297,2.628,1.03,4.551,1.9521,Low fat yogurt,9.13,8.33,0
5.809,5.507000000000001,41.126000000000005,2.484,1.061,4.555,2.7882,Low fat yogurt,9.24,9.75,0
4.105,4.873,40.041,2.6319999999999997,1.035,4.596,3.5926,Regular yogurt,8.18,6.89,2
4.933,4.908,40.653,2.51,1.097,4.408,3.3954,Regular yogurt,8.23,8.28,2
5.7989999999999995,5.848,41.232,2.5789999999999997,1.033,4.579,2.2565,Low fat yogurt,9.81,9.73,0
4.2860000000000005,5.93,40.666,2.557,1.048,4.404,2.3748,Low fat yogurt,9.95,7.19,0
5.862,5.524,41.106,2.551,1.081,4.467,2.5356,Low fat yogurt,9.27,9.83,0
5.657,4.172,40.064,2.529,1.1540000000000001,4.468999999999999,1.5115,Low fat yogurt,7.0,9.49,0
4.97,5.465,40.488,2.6439999999999997,1.051,4.534,1.0207,Non fat yogurt,9.17,8.34,1
4.47,4.398,41.653,2.505,1.038,4.556,2.1097,Low fat yogurt,7.38,7.5,0
5.774,4.64,40.946,2.419,1.016,4.416,1.6242,Low fat yogurt,7.78,9.69,0
4.519,4.879,40.494,2.7,1.01,4.427,2.6556,Low fat yogurt,8.19,7.58,0
5.3020000000000005,5.846,41.946000000000005,2.545,1.11,4.479,2.1957,Low fat yogurt,9.81,8.9,0
5.106,4.552,40.431999999999995,2.605,0.966,4.546,3.8912,Regular yogurt,7.64,8.57,2
5.579,5.646,40.379,2.593,1.128,4.5889999999999995,2.283,Low fat yogurt,9.47,9.36,0
5.337000000000001,4.711,40.383,2.622,1.1320000000000001,4.436,2.7243,Low fat yogurt,7.9,8.95,0
5.3389999999999995,4.112,40.891999999999996,2.4730000000000003,0.976,4.468999999999999,3.717,Regular yogurt,6.9,8.96,2
5.494,5.881,41.461999999999996,2.529,1.136,4.531000000000001,1.0511,Non fat yogurt,9.87,9.22,1
4.167,4.846,41.342,2.67,1.185,4.477,3.798,Regular yogurt,8.13,6.99,2
4.618,4.342,41.358000000000004,2.61,1.183,4.552,1.1673,Low fat yogurt,7.28,7.75,0
4.6610000000000005,4.227,40.047,2.505,1.056,4.459,3.2286,Low fat yogurt,7.09,7.82,0
5.879,4.788,41.315,2.574,1.145,4.5360000000000005,3.6322,Regular yogurt,8.03,9.86,2
4.0169999999999995,5.08,41.602,2.456,1.033,4.587,1.1588,Low fat yogurt,8.52,6.74,0
5.401,4.292,40.066,2.469,0.9940000000000001,4.426,3.9341,Regular yogurt,7.2,9.06,2
5.3660000000000005,5.599,40.253,2.4330000000000003,1.0270000000000001,4.408,3.7743,Regular yogurt,9.39,9.0,2
5.118,4.2010000000000005,41.42100000000001,2.494,1.018,4.4830000000000005,1.9684,Low fat yogurt,7.05,8.59,0
4.513,5.547999999999999,40.899,2.697,1.054,4.503,3.5625,Regular yogurt,9.31,7.57,2
5.228,5.367000000000001,40.909,2.6,1.107,4.4639999999999995,1.4137,Low fat yogurt,9.0,8.77,0
4.069,5.787999999999999,41.85,2.614,1.054,4.453,2.8903,Low fat yogurt,9.71,6.83,0
5.893,4.162,41.841,2.443,1.064,4.466,3.0117,Low fat yogurt,6.98,9.89,0
4.249,4.328,41.152,2.59,1.1079999999999999,4.571000000000001,3.8937,Regular yogurt,7.26,7.13,2
4.628,4.322,40.782,2.661,1.087,4.4830000000000005,1.1594,Low fat yogurt,7.25,7.76,0
4.25,5.629,41.578,2.4530000000000003,0.983,4.566,2.8935,Low fat yogurt,9.44,7.13,0
5.138999999999999,5.595,40.161,2.563,1.032,4.467,2.6007,Low fat yogurt,9.39,8.62,0
5.26,4.319,40.609,2.597,1.16,4.428,2.7771,Low fat yogurt,7.25,8.82,0
4.769,5.088,40.203,2.407,1.136,4.507,3.6188,Regular yogurt,8.54,8.0,2
5.118,5.905,40.396,2.544,1.028,4.4110000000000005,3.6414,Regular yogurt,9.91,8.59,2
5.582000000000001,5.931,40.332,2.635,1.147,4.527,2.9631,Low fat yogurt,9.95,9.37,0
5.4670000000000005,5.647,41.342,2.5869999999999997,1.022,4.404,3.4345,Regular yogurt,9.47,9.17,2
5.523,4.165,40.486999999999995,2.44,1.109,4.467,3.9704,Regular yogurt,6.99,9.27,2
5.063,5.07,41.128,2.476,1.12,4.428999999999999,3.0331,Low fat yogurt,8.51,8.49,0
4.675,4.205,40.626,2.536,1.158,4.467,2.428,Low fat yogurt,7.05,7.84,0
4.94,4.3260000000000005,40.114000000000004,2.54,1.053,4.585,3.7954,Regular yogurt,7.26,8.29,2
4.438,4.953,40.335,2.5469999999999997,1.1159999999999999,4.59,1.2473,Low fat yogurt,8.31,7.45,0
5.997000000000001,4.414,40.18,2.4459999999999997,1.093,4.4719999999999995,1.2864,Low fat yogurt,7.41,10.06,0
5.316,5.547000000000001,40.967,2.406,1.178,4.578,2.8864,Low fat yogurt,9.31,8.92,0
5.796,5.6739999999999995,40.756,2.572,0.982,4.417,1.7882,Low fat yogurt,9.52,9.72,0
5.497000000000001,5.23,41.803000000000004,2.454,0.9890000000000001,4.4430000000000005,2.6432,Low fat yogurt,8.77,9.22,0
4.935,4.185,40.63,2.637,0.97,4.4319999999999995,1.6952,Low fat yogurt,7.02,8.28,0
